[3, 4, 8, 12, 2, 123, 15, 1, -3]
[3, 4, 8, 12, 2, 123, 15, 1, -3]
[3, 4, 8, 12, 2, 123, 15, 1, -3]
[3, 4, 8, 2, 12, 123, 15, 1, -3]
[3, 4, 8, 2, 12, 123, 15, 1, -3]
[3, 4, 8, 2, 12, 15, 123, 1, -3]
[3, 4, 8, 2, 12, 15, 1, 123, -3]
[3, 4, 8, 2, 12, 15, 1, -3, 123]
[3, 4, 8, 2, 12, 15, 1, -3, 123]
[3, 4, 8, 2, 12, 15, 1, -3, 123]
[3, 4, 2, 8, 12, 15, 1, -3, 123]
[3, 4, 2, 8, 12, 15, 1, -3, 123]
[3, 4, 2, 8, 12, 15, 1, -3, 123]
[3, 4, 2, 8, 12, 1, 15, -3, 123]
[3, 4, 2, 8, 12, 1, -3, 15, 123]
[3, 4, 2, 8, 12, 1, -3, 15, 123]
[3, 4, 2, 8, 12, 1, -3, 15, 123]
[3, 2, 4, 8, 12, 1, -3, 15, 123]
[3, 2, 4, 8, 12, 1, -3, 15, 123]
[3, 2, 4, 8, 12, 1, -3, 15, 123]
[3, 2, 4, 8, 1, 12, -3, 15, 123]
[3, 2, 4, 8, 1, -3, 12, 15, 123]
[3, 2, 4, 8, 1, -3, 12, 15, 123]
[3, 2, 4, 8, 1, -3, 12, 15, 123]
[2, 3, 4, 8, 1, -3, 12, 15, 123]
[2, 3, 4, 8, 1, -3, 12, 15, 123]
[2, 3, 4, 8, 1, -3, 12, 15, 123]
[2, 3, 4, 1, 8, -3, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 4, 1, -3, 8, 12, 15, 123]
[2, 3, 1, 4, -3, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 3, 1, -3, 4, 8, 12, 15, 123]
[2, 1, 3, -3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[2, 1, -3, 3, 4, 8, 12, 15, 123]
[1, 2, -3, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[1, -3, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
[-3, 1, 2, 3, 4, 8, 12, 15, 123]
